21702,1
21703,0
21704,1
21705,0
21706,1
21707,1
21708,0
21709,0
21710,1
21711,0
21712,1
21713,1
21714,0
21715,0
21716,1
21717,0
21718,1
21719,1
21720,0
21721,1
21722,0
21723,1
21724,0
21725,1
21726,1
21727,0
21728,1
21729,0
21730,0
21731,0
21732,0
21733,0
21734,0
21735,0
21736,0
21737,0
21738,1
21739,1
21740,0
21741,1
21742,1
21743,0
21744,1
21745,1
21746,1
21747,1
21748,0
21749,1
21750,0
21751,0
21752,1
21753,0
21754,0
21755,1
21756,1
21757,1
21758,0
21759,1
21760,1
21761,0
21762,0
21763,1
21764,1
21765,1
21766,1
21767,0
21768,0
21769,0
21770,0
21771,1
21772,1
21773,0
21774,0
21775,0
21776,1
21777,1
21778,1
21779,1
21780,0
21781,0
21782,1
21783,1
21784,1
21785,1
21786,0
21787,0
21788,1
21789,0
21790,1
21791,0
21792,1
21793,0
21794,0
21795,0
21796,0
21797,0
21798,1
21799,0
21800,1
21801,1
21802,1
21803,1
21804,1
21805,0
21806,1
21807,0
21808,0
21809,0
21810,1
21811,1
21812,0
21813,0
21814,0
21815,0
21816,1
21817,1
21818,1
21819,1
21820,0
21821,0
21822,1
21823,1
21824,1
21825,1
21826,1
21827,1
21828,1
21829,0
21830,1
21831,0
21832,1
21833,1
21834,1
21835,1
21836,0
21837,0
21838,0
21839,1
21840,1
21841,0
21842,1
21843,1
21844,1
21845,0
21846,1
21847,0
21848,0
21849,1
21850,0
21851,1
21852,0
21853,0
21854,1
21855,1
21856,1
21857,1
21858,1
21859,0
21860,0
21861,1
21862,1
21863,1
21864,1
21865,1
21866,0
21867,0
21868,1
21869,1
21870,1
21871,0
21872,0
21873,1
21874,1
21875,1
21876,0
21877,0
21878,1
21879,0
21880,0
21881,0
21882,0
21883,1
21884,0
21885,0
21886,1
21887,0
21888,1
21889,0
21890,1
21891,0
21892,0
21893,1
21894,1
21895,0
21896,0
21897,1
21898,1
21899,0
21900,0
21901,0
21902,0
21903,1
21904,1
21905,1
21906,1
21907,1
21908,1
21909,1
21910,0
21911,0
21912,1
21913,0
21914,1
21915,1
21916,0
21917,0
21918,1
21919,0
21920,0
21921,1
21922,0
21923,0
21924,0
21925,1
21926,0
21927,0
21928,1
21929,0
21930,0
21931,0
21932,0
21933,1
21934,0
21935,0
21936,1
21937,1
21938,0
21939,0
21940,1
21941,1
21942,1
21943,1
21944,1
21945,1
21946,0
21947,0
21948,0
21949,0
21950,1
21951,0
21952,0
21953,0
21954,1
21955,1
21956,0
21957,0
21958,1
21959,1
21960,1
21961,1
21962,0
21963,1
21964,1
21965,0
21966,1
21967,0
21968,0
21969,0
21970,0
21971,1
21972,1
21973,0
21974,1
21975,0
21976,0
21977,0
21978,0
21979,0
21980,1
21981,1
21982,1
21983,1
21984,1
21985,1
21986,1
21987,1
21988,0
21989,1
21990,1
21991,1
21992,1
21993,1
21994,0
21995,0
21996,0
21997,1
21998,0
21999,1
22000,0
22001,1
22002,0
22003,1
22004,0
22005,1
22006,0
22007,0
22008,1
22009,0
22010,1
22011,0
22012,1
22013,0
22014,1
22015,0
22016,0
22017,0
22018,1
22019,1
22020,0
22021,0
22022,0
22023,0
22024,1
22025,0
22026,1
22027,0
22028,0
22029,0
22030,1
22031,1
22032,1
22033,0
22034,0
22035,1
22036,1
22037,0
22038,1
22039,0
22040,1
22041,0
22042,0
22043,1
22044,0
22045,1
22046,1
22047,1
22048,1
22049,1
22050,1
22051,1
22052,1
22053,0
22054,1
22055,0
22056,0
22057,0
22058,1
22059,1
22060,1
22061,1
22062,0
22063,1
22064,0
22065,0
22066,0
22067,1
22068,0
22069,1
22070,1
22071,0
22072,1
22073,0
22074,1
22075,1
22076,0
22077,0
22078,1
22079,1
22080,1
22081,1
22082,0
22083,0
22084,0
22085,1
22086,0
22087,1
22088,1
22089,0
22090,1
22091,1
22092,0
22093,1
22094,1
22095,0
22096,0
22097,1
22098,0
22099,0
22100,0
22101,1
22102,1
22103,0
22104,1
22105,1
22106,1
22107,0
22108,0
22109,1
22110,1
22111,0
22112,1
22113,0
22114,0
22115,1
22116,0
22117,1
22118,0
22119,0
22120,0
22121,1
22122,0
22123,1
22124,0
22125,1
22126,1
22127,1
22128,0
22129,0
22130,0
22131,1
22132,1
22133,0
22134,1
22135,1
22136,1
22137,0
22138,1
22139,1
22140,1
22141,0
22142,0
22143,1
22144,1
22145,1
22146,1
22147,1
22148,0
22149,0
22150,0
22151,0
22152,1
22153,0
22154,1
22155,1
22156,0
22157,0
22158,0
22159,1
22160,1
22161,0
22162,1
22163,1
22164,0
22165,1
22166,0
22167,0
22168,0
22169,1
22170,1
22171,0
22172,0
22173,0
22174,1
22175,0
22176,0
22177,1
22178,0
22179,0
22180,1
22181,1
22182,0
22183,1
22184,0
22185,1
22186,1
22187,1
22188,1
22189,1
22190,1
22191,0
22192,0
22193,0
22194,0
22195,1
22196,0
22197,1
22198,0
22199,1
22200,1
22201,1
22202,1
22203,1
22204,1
22205,0
22206,0
22207,1
22208,0
22209,0
22210,0
22211,0
22212,0
22213,1
22214,0
22215,1
22216,0
22217,1
22218,1
22219,1
22220,1
22221,1
22222,1
22223,0
22224,0
22225,1
22226,1
22227,1
22228,0
22229,0
22230,0
22231,1
22232,1
22233,0
22234,0
22235,1
22236,1
22237,0
22238,1
22239,0
22240,0
22241,0
22242,0
22243,1
22244,1
22245,0
22246,0
22247,1
22248,1
22249,1
22250,0
22251,1
22252,0
22253,1
22254,0
22255,1
22256,1
22257,1
22258,1
22259,1
22260,1
22261,1
22262,0
22263,0
22264,1
22265,1
22266,0
22267,0
22268,1
22269,0
22270,0
22271,0
22272,0
22273,1
22274,0
22275,0
22276,0
22277,1
22278,0
22279,0
22280,0
22281,0
22282,0
22283,0
22284,0
22285,1
22286,0
22287,1
22288,0
22289,0
22290,1
22291,0
22292,1
22293,0
22294,0
22295,0
22296,0
22297,1
22298,0
22299,0
22300,1
22301,1
22302,1
22303,1
22304,0
22305,1
22306,1
22307,1
22308,1
22309,1
